country_region_code,country_region,sub_region_1,sub_region_2,metro_area,PHU,popshare,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-21,-46,-17,,-65,-38,16
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-22,-50,-23,4,-66,-38,19
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-23,-49,-14,,-69,-21,12
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-24,-51,-25,,-66,-29,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-25,-47,-21,,-65,-39,15
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-26,-56,-29,19,-67,-41,17
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-27,-44,-17,36,-59,-39,16
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-28,-48,-21,,-67,-38,16
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-29,-47,-18,24,-64,-36,17
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-30,-45,-11,,-67,-21,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-01-31,-48,-21,,-70,-27,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-01,-47,-21,19,-64,-37,15
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-02,-46,-18,,-68,-37,15
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-03,-44,-20,,-63,-36,14
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-04,-42,-11,,-63,-35,14
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-05,-56,-27,-7,-66,-38,19
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-06,-47,-12,,-71,-20,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-07,-47,-17,,-69,-26,9
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-08,-49,-21,19,-61,-31,13
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-09,-45,-18,,-62,-31,13
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-10,-42,-13,30,-61,-29,14
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-11,-39,-6,,-58,-29,13
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-12,-45,-9,37,-64,-29,15
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-13,-44,0,,-66,-15,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-14,-32,1,,-62,-21,8
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-15,-64,-46,,-79,-71,23
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-16,-46,-31,-13,-64,-44,19
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-17,-18,-7,33,-54,-24,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-18,-24,-8,,-56,-23,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-19,-24,-13,31,-57,-20,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-20,-17,-4,,-59,-7,7
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-21,-18,-10,,-62,-14,6
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-22,-32,-16,17,-61,-23,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-23,-28,-10,,-60,-25,11
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-24,-20,-8,,-53,-24,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-25,-21,-7,,-54,-21,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-26,-24,-6,52,-58,-20,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-27,-19,-1,,-60,-7,7
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-02-28,-21,-7,,-64,-12,6
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-03-01,-23,-14,17,-56,-22,10
CA,Canada,Ontario,Lambton County,,Lambton Public Health,1,2021-03-02,-25,-11,,-62,-23,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-15,19,12,,,14,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-16,42,39,,,8,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-17,-14,-43,,,-70,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-18,-7,7,,,-1,2
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-19,1,7,,,3,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-20,6,10,,,1,-1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-21,3,0,,,-4,2
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-22,19,10,,,14,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-23,37,28,,,9,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-24,8,-1,,,2,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-25,3,10,,,4,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-26,-7,11,,,1,3
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-27,-25,-28,,,-27,12
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-28,2,2,,,3,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-02-29,26,11,,,10,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-01,37,30,,,13,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-02,3,4,,,3,1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-03,3,0,,,6,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-04,6,3,,,5,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-05,9,9,,,3,-1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-06,0,-5,,,8,1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-07,25,19,,,16,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-08,41,23,,,11,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-09,12,5,,,4,1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-10,3,2,,,5,1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-11,12,10,,,5,0
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-12,21,28,,,5,-1
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-13,8,33,,,2,2
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-14,13,34,,,9,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-15,16,37,,,4,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-16,8,31,,,-27,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-17,-20,11,,,-34,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-18,-23,0,,,-40,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-19,-25,0,,,-42,15
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-20,-35,-9,,,-43,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-21,-35,-10,,,-25,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-22,-27,-2,,,-22,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-23,-37,-12,,,-46,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-24,-37,-15,,,-49,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-25,-51,-24,,,-53,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-26,-48,-24,,,-52,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-27,-45,-25,,,-51,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-28,-44,-22,,,-35,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-29,-48,-25,-52,,-38,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-30,-48,-26,,,-55,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-03-31,-39,-16,,,-54,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-01,-41,-20,,,-54,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-02,-40,-25,,,-54,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-03,-46,-25,,,-55,22
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-04,-36,-23,,,-28,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-05,-52,-23,,,-32,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-06,-46,-23,,,-53,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-07,-45,-20,,,-55,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-08,-45,-12,,,-53,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-09,-35,8,,,-56,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-10,-82,-76,,,-83,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-11,-33,9,,,-29,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-12,-78,-70,,,-47,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-13,-53,-26,,,-62,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-14,-44,-11,,,-53,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-15,-45,-20,,,-54,21
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-16,-44,-12,,,-54,21
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-17,-48,-24,,,-53,21
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-18,-40,-22,,,-24,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-19,-45,-21,-46,,-32,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-20,-38,-17,,,-51,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-21,-44,-13,,,-53,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-22,-42,-16,,,-52,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-23,-38,-15,,,-51,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-24,-46,-19,,,-51,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-25,-34,-23,,,-27,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-26,-34,-11,,,-29,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-27,-38,-17,,,-50,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-28,-31,-12,,,-51,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-29,-33,-12,,,-51,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-04-30,-35,-9,,,-52,20
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-01,-35,-7,,,-49,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-02,-27,-13,,,-24,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-03,-20,-2,,,-23,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-04,-32,-7,,,-50,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-05,-30,-6,,,-48,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-06,-27,-6,,,-49,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-07,-29,-2,,,-49,18
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-08,-35,-9,,,-48,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-09,-18,7,,,-25,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-10,-2,16,,,-20,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-11,-27,-8,,,-47,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-12,-26,-7,,,-46,17
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-13,-16,-4,,,-46,16
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-14,-13,2,,,-48,16
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-15,-23,-6,,,-47,19
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-16,-6,2,,,-20,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-17,15,18,,,-17,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-18,-37,-39,,,-79,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-19,-2,21,,,-42,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-20,-2,12,,,-42,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-21,0,11,,,-43,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-22,-10,4,,,-40,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-23,7,12,,,-10,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-24,17,24,,,-7,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-25,-6,5,,,-44,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-26,-9,6,,,-41,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-27,-8,9,,,-40,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-28,-9,5,,,-40,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-29,-11,2,,,-39,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-30,-2,6,,,-3,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-05-31,15,13,,,-3,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-01,-3,4,,,-40,12
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-02,-14,4,,,-41,14
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-03,-15,3,,,-39,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-04,-5,3,,,-39,12
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-05,-9,2,,,-37,12
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-06,2,10,,,-3,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-07,21,25,,,-2,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-08,0,9,,,-37,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-09,-10,0,,,-36,12
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-10,-5,8,,,-37,13
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-11,-5,9,,,-37,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-12,-3,7,,,-34,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-13,11,12,,,5,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-14,28,28,,,11,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-15,7,6,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-16,6,13,,,-37,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-17,6,14,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-18,4,13,,,-35,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-19,3,8,,,-35,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-20,17,19,,,8,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-21,37,39,,,13,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-22,1,3,,,-38,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-23,2,8,,,-37,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-24,2,17,,,-34,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-25,5,12,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-26,3,13,,,-32,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-27,8,16,,,8,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-28,38,38,,,10,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-29,13,20,,,-37,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-06-30,38,50,,,-38,7
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-01,-28,-38,,,-72,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-02,16,22,,,-41,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-03,7,13,,,-39,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-04,20,15,,,6,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-05,40,38,,,8,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-06,8,18,,,-37,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-07,9,13,,,-37,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-08,10,13,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-09,8,16,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-10,3,17,,,-33,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-11,6,22,,,2,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-12,29,35,,,9,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-13,9,15,,,-36,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-14,8,19,,,-37,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-15,7,16,,,-35,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-16,8,17,,,-36,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-17,7,15,,,-33,8
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-18,26,25,,,7,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-19,34,35,,,3,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-20,17,19,,,-36,8
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-21,16,21,,,-36,8
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-22,8,17,,,-35,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-23,11,20,,,-35,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-24,11,20,,,-32,7
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-25,24,26,,,10,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-26,39,37,,,7,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-27,13,20,,,-39,10
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-28,12,23,,,-36,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-29,14,20,,,-35,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-30,19,22,,,-35,8
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-07-31,25,27,,,-34,7
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-01,37,32,,,8,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-02,29,38,,,-9,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-03,20,-7,,,-71,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-04,14,24,,,-38,11
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-05,22,30,,,-37,9
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-06,22,20,,,-33,6
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-07,14,10,,,-32,6
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-08,36,23,,,16,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-09,36,35,,,9,
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-10,12,12,,,-35,8
CA,Canada,Ontario,Lanark County,,"Leeds, Grenville and Lanark District Health Unit",0.405910992,2020-08-11,12,16,,,-35,9
